CandidateID,Firstme,Lastme,Gender,RequisitionID,ApplicationDate,Source,CurrentStage,JobID,DepartmentID,JobTitle,JobLevel,Recruiter,InterviewScore,OfferAccepted,DaysToFill
508734,Micah,Caldwiton,Female,700069,2024-11-25,Agency,Hired,40,11,General Counsel,8,T. Nguyen,3.6,Yes,76
508735,than,Clarksonhart,Male,702449,2024-09-18,Interl,Applied,15,4,IT Mager,4,S. Lee,,,
508736,Sage,Bramettstone,Female,701175,2024-10-19,Referral,Hired,29,8,Account Executive,2,J. Watson,3.7,Yes,43
508737,Jordan,Bramenton,Female,700373,2025-09-22,LinkedIn,Rejected,36,10,Customer Support Mager,3,D. Patel,4,,
508738,Victoria,Swanmore,Female,701269,2025-04-30,Indeed,Withdrawn,8,2,Director of Engineering,6,M. Davis,,,
508739,Alexander,Presleyward,Non-Biry,700499,2025-07-15,Career Site,Interview,26,7,Digital Marketing Mager,3,S. Lee,3.4,,
508740,Samantha,Kendanshire,Female,700201,2025-12-17,Referral,Fil Interview,33,9,Operations Mager,4,D. Patel,3.4,,
508741,Lucas,Hawkaridge,Male,700878,2025-01-06,Indeed,Withdrawn,40,11,General Counsel,8,K. Brown,,,
508742,River,Kendlinmore,Female,702694,2025-06-15,Agency,Phone Screen,4,2,Software Engineer I,1,D. Patel,,,
508743,Stella,Finestrom,Female,702227,2024-09-27,Agency,Withdrawn,16,5,Fincial Alyst,2,D. Patel,,,
508744,Clara,Wrenuncroft,Female,701260,2024-01-26,Campus,Rejected,3,1,Vice President,8,A. Carter,3.5,,
508745,Mateo,Lakewall,Male,700596,2025-08-21,Campus,Applied,37,10,Director of Customer Support,5,S. Lee,,,
508746,Austin,Barunthorne,Male,701418,2025-03-11,Agency,Rejected,4,2,Software Engineer I,1,S. Lee,2.9,,
508747,Austin,Emunmere,Male,702302,2024-05-04,Career Site,Applied,32,9,Operations Alyst,2,M. Davis,,,
508748,Dakota,Foxemond,Male,701493,2024-07-15,Career Site,Fil Interview,9,3,Product Alyst,2,M. Davis,3.5,,
508749,Chloe,Ashmore,Female,702358,2024-02-15,Indeed,Phone Screen,3,1,Vice President,8,S. Lee,,,
508750,Melanie,Longunmond,Female,701847,2025-07-30,Career Site,Fil Interview,30,8,Sales Mager,4,J. Watson,4,,
508751,Aiden,Brooksonsen,Male,701322,2024-03-28,Referral,Interview,6,2,Senior Software Engineer,3,K. Brown,4.8,,
508752,Maya,Glenenwell,Female,701738,2024-12-21,Indeed,Rejected,4,2,Software Engineer I,1,A. Carter,2.4,,
508753,David,Valeellcott,Male,702268,2026-02-01,LinkedIn,Applied,2,1,Chief Operating Officer,9,K. Brown,,,
508754,Robert,Fordaquist,Non-Biry,702645,2025-09-16,Interl,Phone Screen,14,4,Systems Administrator,2,J. Watson,,,
508755,Aiden,Rowulin,Male,700283,2025-10-07,Indeed,Phone Screen,1,1,Chief Executive Officer,10,T. Nguyen,,,
508756,Maya,Roseunridge,Female,700520,2026-02-03,Indeed,Rejected,33,9,Operations Mager,4,M. Davis,4.5,,
508757,Casey,Silverden,Female,701664,2025-11-01,Campus,Phone Screen,31,8,Director of Sales,6,J. Watson,,,
508758,Caroline,Reedostead,Female,700507,2025-10-04,Referral,Phone Screen,39,11,Corporate Counsel,4,T. Nguyen,,,
508759,Gabriella,Westelstead,Female,700371,2025-07-18,Campus,Hired,36,10,Customer Support Mager,3,K. Brown,2.8,Yes,63
508760,Hailey,Rockleyberg,Female,702725,2024-02-20,Networking Event,Phone Screen,26,7,Digital Marketing Mager,3,A. Carter,,,
508761,Victoria,Kingettquist,Female,700569,2024-07-26,Campus,Hired,5,2,Software Engineer II,2,A. Carter,2.6,Yes,88
508762,Hayden,Oakadale,Male,702022,2025-07-20,Career Site,Hired,26,7,Digital Marketing Mager,3,M. Davis,5,Yes,35
508763,Addison,Brookiwell,Female,701729,2025-01-06,Agency,Applied,29,8,Account Executive,2,D. Patel,,,
508764,talie,Wrenuwin,Female,701355,2024-07-06,Campus,Phone Screen,33,9,Operations Mager,4,S. Lee,,,
508765,Preston,Hartonbry,Male,701080,2025-02-20,Indeed,Rejected,17,5,Senior Fincial Alyst,3,D. Patel,4.7,,
508766,Matthew,Reedcott,Male,702244,2024-08-31,Interl,Interview,33,9,Operations Mager,4,M. Davis,4.1,,
508767,Kaitlyn,Lakesonmond,Female,700972,2025-04-06,LinkedIn,Interview,23,6,HR Mager,4,J. Watson,2.1,,
508768,Jayden,Quillerley,Male,701278,2024-03-09,Campus,Offer Extended,5,2,Software Engineer II,2,S. Lee,4.8,No,28
508769,Andrew,Clarkellway,Male,701675,2024-02-02,Career Site,Hired,17,5,Senior Fincial Alyst,3,D. Patel,4.9,Yes,60
508770,Valenti,Brookeshire,Female,702085,2025-08-31,Referral,Rejected,26,7,Digital Marketing Mager,3,D. Patel,3,,
508771,Christian,Crossleywell,Male,700956,2026-01-12,LinkedIn,Offer Extended,22,6,HR Business Partner,3,J. Watson,4.9,Pending,52
508772,Kai,Foximont,Male,701917,2024-03-20,LinkedIn,Rejected,36,10,Customer Support Mager,3,T. Nguyen,4.4,,
508773,Sage,Delunwood,Female,700029,2024-11-12,Referral,Applied,33,9,Operations Mager,4,K. Brown,,,
508774,Oliver,Millunbrook,Male,702441,2024-07-13,Interl,Interview,25,7,Marketing Specialist,1,M. Davis,4.8,,
508775,Ele,Finenwell,Female,700442,2025-05-06,Career Site,Applied,19,5,Director of Fince,6,A. Carter,,,
508776,Bailey,Bellelcrest,Female,700577,2024-05-11,Networking Event,Hired,30,8,Sales Mager,4,A. Carter,4.1,Yes,45
508777,Kayla,Hollufield,Female,702456,2024-02-20,LinkedIn,Hired,8,2,Director of Engineering,6,R. Thomas,2,Yes,16
508778,Simon,Glenonman,Male,700459,2025-01-02,Indeed,Interview,27,7,Marketing Director,5,J. Watson,3.1,,
508779,Christian,Monibry,Male,700278,2024-01-21,LinkedIn,Interview,25,7,Marketing Specialist,1,M. Davis,3.4,,
508780,Brandon,Blackincrest,Male,701342,2025-09-11,Indeed,Phone Screen,5,2,Software Engineer II,2,D. Patel,,,
508781,Kai,Fieldestead,Male,701654,2024-06-10,LinkedIn,Applied,25,7,Marketing Specialist,1,S. Lee,,,
508782,Andrew,Kingbrook,Male,700271,2025-07-21,Campus,Phone Screen,31,8,Director of Sales,6,M. Davis,,,
508783,Parker,Valewellcott,Male,701813,2025-07-06,LinkedIn,Applied,37,10,Director of Customer Support,5,M. Davis,,,
508784,Cameron,Barenden,Female,702726,2024-09-03,Indeed,Rejected,37,10,Director of Customer Support,5,A. Carter,4.7,,
508785,Nicole,Monway,Female,702022,2024-08-23,LinkedIn,Interview,26,7,Digital Marketing Mager,3,M. Davis,3.8,,
508786,Elijah,Radson,Male,701037,2025-09-26,Career Site,Phone Screen,29,8,Account Executive,2,A. Carter,,,
508787,Hazel,Presedale,Female,702034,2024-06-23,Networking Event,Hired,21,6,HR Generalist,2,S. Lee,3.5,Yes,82
508788,Paige,Radaquist,Female,702261,2025-04-08,LinkedIn,Offer Extended,22,6,HR Business Partner,3,T. Nguyen,3.2,No,34
508789,Alicia,Burnton,Female,701279,2024-01-22,LinkedIn,Rejected,32,9,Operations Alyst,2,M. Davis,4.1,,
508790,Jeremiah,Marelthorne,Male,700144,2026-02-02,Career Site,Interview,21,6,HR Generalist,2,K. Brown,2.1,,
508791,Austin,Wreniby,Male,702014,2024-10-09,Referral,Withdrawn,25,7,Marketing Specialist,1,D. Patel,,,
508792,Gabriella,Noraridge,Female,702058,2024-05-12,Career Site,Applied,6,2,Senior Software Engineer,3,M. Davis,,,
508793,Amelia,Sandsonstead,Female,702437,2025-09-29,LinkedIn,Offer Extended,14,4,Systems Administrator,2,T. Nguyen,4.2,Pending,53
508794,Morgan,Thornellwood,Male,701486,2024-12-04,Career Site,Withdrawn,19,5,Director of Fince,6,K. Brown,,,
508795,Isla,Swanonbrook,Female,702506,2025-08-24,Interl,Phone Screen,21,6,HR Generalist,2,K. Brown,,,
508796,Aubrey,Stormerberg,Female,700333,2025-02-15,Indeed,Fil Interview,8,2,Director of Engineering,6,A. Carter,2.5,,
508797,Morgan,Emensen,Female,701198,2025-03-07,Interl,Applied,33,9,Operations Mager,4,R. Thomas,,,
508798,Phoenix,Bellwood,Female,701372,2024-12-07,Networking Event,Rejected,15,4,IT Mager,4,A. Carter,2.7,,
508799,Sophia,Millfield,Non-Biry,700251,2026-01-01,Referral,Interview,27,7,Marketing Director,5,A. Carter,3.7,,
508800,Charlie,Rainelberg,Male,700276,2024-04-21,Referral,Applied,38,11,Legal Alyst,2,T. Nguyen,,,
508801,Penelope,Clarkarden,Female,702457,2025-01-27,LinkedIn,Fil Interview,37,10,Director of Customer Support,5,M. Davis,4.6,,
508802,Daniel,Oakermont,Male,701506,2024-01-05,Networking Event,Hired,18,5,Fince Mager,4,A. Carter,4.5,Yes,33
508803,Parker,Beckerstone,Female,700016,2024-08-11,Campus,Interview,28,8,Sales Development Representative,1,A. Carter,3.2,,
508804,Felix,Burnithorne,Male,702522,2024-04-23,Referral,Phone Screen,31,8,Director of Sales,6,A. Carter,,,
508805,Thomas,Langonstead,Male,701051,2024-11-15,Indeed,Applied,5,2,Software Engineer II,2,M. Davis,,,
508806,Eden,Perryleyman,Male,701826,2024-11-23,Networking Event,Applied,26,7,Digital Marketing Mager,3,D. Patel,,,
508807,Christopher,Goldorlin,Male,701642,2024-03-08,LinkedIn,Rejected,22,6,HR Business Partner,3,D. Patel,4.5,,
508808,Jack,Whitsonbrook,Male,701533,2025-01-15,Career Site,Interview,39,11,Corporate Counsel,4,M. Davis,4.6,,
508809,Kaitlyn,Clarktonton,Female,700977,2025-10-13,Indeed,Applied,18,5,Fince Mager,4,R. Thomas,,,
508810,Arthur,Grantenfield,Male,701789,2025-09-23,Referral,Offer Extended,27,7,Marketing Director,5,D. Patel,3.4,No,66
508811,Felix,Hollinwell,Male,701189,2025-02-19,LinkedIn,Interview,31,8,Director of Sales,6,J. Watson,4.8,,
508812,Alex,Thornenmere,Male,702264,2025-07-25,LinkedIn,Applied,33,9,Operations Mager,4,A. Carter,,,
508813,Jose,Lakeanden,Male,701698,2024-07-01,Career Site,Phone Screen,11,3,Senior Product Mager,4,K. Brown,,,
508814,Aaron,Monodale,Male,701894,2025-03-28,LinkedIn,Rejected,10,3,Product Mager,3,S. Lee,3.4,,
508815,An,Perryorridge,Female,702070,2025-10-14,LinkedIn,Withdrawn,20,6,HR Coorditor,1,R. Thomas,,,
508816,Lillian,Goldarman,Female,702699,2024-03-03,LinkedIn,Withdrawn,4,2,Software Engineer I,1,M. Davis,,,
508817,Aubrey,Stormwell,Female,700760,2024-01-10,Career Site,Fil Interview,34,9,Director of Operations,6,R. Thomas,4.5,,
508818,Bailey,Calderward,Male,700278,2025-12-17,LinkedIn,Interview,25,7,Marketing Specialist,1,M. Davis,3.6,,
508819,Vincent,Kendham,Male,700477,2024-10-07,LinkedIn,Offer Extended,23,6,HR Mager,4,M. Davis,3.7,No,33
508820,Elizabeth,Longanwall,Female,702023,2025-03-09,LinkedIn,Fil Interview,2,1,Chief Operating Officer,9,K. Brown,4.9,,
508821,Elijah,Torrofield,Male,702775,2025-12-29,Indeed,Phone Screen,4,2,Software Engineer I,1,S. Lee,,,
508822,Cameron,Ashellmore,Female,702150,2024-06-22,Referral,Rejected,16,5,Fincial Alyst,2,S. Lee,3.1,,
508823,Abigail,Perrycrest,Female,701244,2025-10-14,Career Site,Applied,37,10,Director of Customer Support,5,J. Watson,,,
508824,Finley,Emley,Female,701202,2024-05-05,LinkedIn,Interview,13,4,IT Support Specialist,1,S. Lee,4.3,,
508825,Kai,Stonelinwin,Male,702297,2024-11-19,Indeed,Applied,24,6,Director of HR,6,J. Watson,,,
508826,Hazel,Pineensen,Female,701068,2025-09-01,Indeed,Rejected,13,4,IT Support Specialist,1,D. Patel,2.8,,
508827,Aubrey,Bellelcrest,Female,700395,2025-07-17,Referral,Interview,23,6,HR Mager,4,D. Patel,2.5,,
508828,Alexander,Blakeinstead,Male,700294,2026-01-05,Career Site,Interview,23,6,HR Mager,4,M. Davis,2.8,,
508829,Sofia,Haytonquist,Female,701673,2025-06-08,Agency,Phone Screen,24,6,Director of HR,6,J. Watson,,,
508830,Victor,Kendetthorne,Male,702423,2024-04-13,Agency,Offer Extended,30,8,Sales Mager,4,M. Davis,3.6,Pending,65
508831,Cameron,Westettmore,Male,702304,2024-02-04,Campus,Phone Screen,9,3,Product Alyst,2,S. Lee,,,
508832,Caleb,Hollettden,Male,700887,2024-08-25,Networking Event,Phone Screen,19,5,Director of Fince,6,S. Lee,,,
508833,Theodore,Stormostead,Male,702335,2024-04-01,LinkedIn,Offer Extended,15,4,IT Mager,4,S. Lee,3,Pending,42
508834,Rafael,Grayorland,Male,700057,2025-01-11,LinkedIn,Offer Extended,11,3,Senior Product Mager,4,J. Watson,3.8,Pending,61
508835,Paige,Cranerwell,Female,701317,2025-04-03,Indeed,Rejected,21,6,HR Generalist,2,R. Thomas,3.9,,
508836,Kyle,Whitleyshire,Non-Biry,700202,2024-10-29,Referral,Phone Screen,22,6,HR Business Partner,3,T. Nguyen,,,
508837,Reese,Marsonwood,Male,700649,2025-01-24,Career Site,Applied,24,6,Director of HR,6,M. Davis,,,
508838,Lane,Crowucott,Female,702772,2025-11-03,Career Site,Phone Screen,22,6,HR Business Partner,3,S. Lee,,,
508839,Lu,Rainelberg,Female,700111,2024-04-20,Career Site,Applied,1,1,Chief Executive Officer,10,R. Thomas,,,
508840,Ariel,Hollonworth,Female,700507,2025-06-08,Indeed,Offer Extended,39,11,Corporate Counsel,4,T. Nguyen,3.7,No,14
508841,Xavier,Sandellman,Male,702393,2024-02-23,Career Site,Phone Screen,8,2,Director of Engineering,6,R. Thomas,,,
508842,Blake,Kendingson,Male,702721,2025-10-29,Campus,Rejected,1,1,Chief Executive Officer,10,D. Patel,2.3,,
508843,Taylor,Greenwellby,Non-Biry,702015,2025-05-30,Career Site,Offer Extended,24,6,Director of HR,6,J. Watson,4.7,Pending,60
508844,Jade,Crowerwell,Female,702448,2025-07-17,Networking Event,Phone Screen,10,3,Product Mager,3,M. Davis,,,
508845,River,Hawkorstrom,Female,701855,2024-10-23,Indeed,Applied,27,7,Marketing Director,5,M. Davis,,,
508846,Gabriel,Norenson,Male,701791,2026-01-05,LinkedIn,Rejected,20,6,HR Coorditor,1,D. Patel,4.5,,
508847,Jason,Ellawin,Male,701621,2025-03-04,Campus,Applied,26,7,Digital Marketing Mager,3,S. Lee,,,
508848,Skyler,Rockedale,Female,700836,2025-12-19,Indeed,Fil Interview,9,3,Product Alyst,2,T. Nguyen,3.3,,
508849,Aria,Rowenstrom,Female,700982,2024-12-27,Referral,Applied,25,7,Marketing Specialist,1,A. Carter,,,
508850,Rowan,Reedufield,Female,702288,2026-02-19,Networking Event,Phone Screen,11,3,Senior Product Mager,4,D. Patel,,,
508851,Kai,Blakeiwin,Male,702218,2024-01-29,Interl,Offer Extended,19,5,Director of Fince,6,A. Carter,4.9,Pending,58
508852,Scarlett,Coleingham,Female,702364,2025-12-20,Referral,Interview,22,6,HR Business Partner,3,A. Carter,4.5,,
508853,Elliot,Reedonson,Male,701637,2024-08-18,LinkedIn,Rejected,21,6,HR Generalist,2,M. Davis,3.8,,
508854,Michael,Kingleyden,Male,702429,2024-09-27,Networking Event,Rejected,16,5,Fincial Alyst,2,D. Patel,5,,
508855,Madeline,Adlerwellman,Female,700103,2024-02-04,Indeed,Phone Screen,36,10,Customer Support Mager,3,D. Patel,,,
508856,Mason,Parkonfield,Male,700791,2024-02-29,Career Site,Hired,22,6,HR Business Partner,3,S. Lee,4.7,Yes,42
508857,Chloe,Stormerway,Female,701673,2024-05-24,LinkedIn,Hired,24,6,Director of HR,6,J. Watson,3.2,Yes,25
508858,Bella,Rowusen,Female,702140,2025-08-31,LinkedIn,Interview,30,8,Sales Mager,4,S. Lee,2.2,,
508859,Madeline,Chandthorne,Female,702482,2025-12-06,Referral,Rejected,19,5,Director of Fince,6,S. Lee,2.4,,
508860,Rebecca,Fordiman,Female,701033,2025-05-13,Networking Event,Interview,11,3,Senior Product Mager,4,T. Nguyen,2.8,,
508861,Paige,Bellonsen,Female,700922,2024-03-25,Indeed,Interview,10,3,Product Mager,3,J. Watson,4,,
508862,James,Roseormore,Male,700483,2025-06-13,Indeed,Interview,20,6,HR Coorditor,1,J. Watson,3.8,,
508863,Kennedy,Ellettlin,Female,701442,2024-07-07,Referral,Fil Interview,35,10,Customer Support Representative,1,S. Lee,4.1,,
508864,Kai,Marlin,Non-Biry,702729,2025-10-09,Indeed,Withdrawn,36,10,Customer Support Mager,3,K. Brown,,,
508865,Kendall,Caldtonbrook,Female,702059,2024-06-01,Career Site,Phone Screen,10,3,Product Mager,3,T. Nguyen,,,
508866,Claire,Grantsonlin,Female,700610,2025-12-18,Referral,Interview,19,5,Director of Fince,6,M. Davis,3.6,,
508867,Zoe,Westlinsen,Female,701148,2024-09-20,Indeed,Rejected,34,9,Director of Operations,6,S. Lee,2.3,,
508868,Kai,Northeson,Male,701648,2025-06-17,Indeed,Rejected,9,3,Product Alyst,2,M. Davis,4.6,,
508869,Emerson,Crowecott,Male,700550,2024-12-05,Referral,Applied,25,7,Marketing Specialist,1,R. Thomas,,,
508870,Victoria,Crossellham,Female,700852,2025-07-25,LinkedIn,Applied,26,7,Digital Marketing Mager,3,M. Davis,,,
508871,Valenti,Marwood,Female,701551,2024-12-19,LinkedIn,Fil Interview,24,6,Director of HR,6,A. Carter,3.5,,
508872,Kyle,Wolftonshire,Male,700064,2025-03-14,Career Site,Applied,2,1,Chief Operating Officer,9,R. Thomas,,,
508873,Valenti,Burnerstrom,Female,702614,2024-02-06,Interl,Hired,31,8,Director of Sales,6,K. Brown,3.5,Yes,78
508874,Gian,Goldemond,Female,702352,2024-03-17,Indeed,Fil Interview,7,2,Engineering Mager,4,K. Brown,4.2,,
508875,Brandon,Bennettland,Male,702796,2024-05-16,Networking Event,Withdrawn,36,10,Customer Support Mager,3,T. Nguyen,,,
508876,Kennedy,Roseelham,Female,700798,2025-04-09,Indeed,Applied,4,2,Software Engineer I,1,S. Lee,,,
508877,Casey,Swaninmore,Male,700133,2025-01-15,Indeed,Applied,1,1,Chief Executive Officer,10,T. Nguyen,,,
508878,Jamie,Burnoward,Female,700927,2024-10-13,Referral,Hired,17,5,Senior Fincial Alyst,3,T. Nguyen,3,Yes,27
508879,Brandon,Wolfelland,Male,700853,2025-01-08,Career Site,Hired,12,3,Director of Product,6,D. Patel,2.8,Yes,69
508880,Quinn,Summeruford,Male,700559,2025-05-16,Indeed,Applied,15,4,IT Mager,4,R. Thomas,,,
508881,Amy,Northcott,Female,702421,2024-12-21,Agency,Hired,35,10,Customer Support Representative,1,M. Davis,5,Yes,53
508882,Rafael,Preseton,Non-Biry,701521,2024-11-09,LinkedIn,Phone Screen,27,7,Marketing Director,5,S. Lee,,,
508883,Blair,Cranelthorne,Female,702487,2025-05-14,Indeed,Rejected,37,10,Director of Customer Support,5,K. Brown,4.7,,
508884,Jothan,Pineancrest,Male,701885,2025-05-04,LinkedIn,Rejected,21,6,HR Generalist,2,J. Watson,3.3,,
508885,Jason,Oakuden,Male,701187,2024-11-16,LinkedIn,Offer Extended,13,4,IT Support Specialist,1,S. Lee,3.7,Pending,66
508886,Peyton,Willellstead,Female,701103,2025-01-19,Agency,Rejected,37,10,Director of Customer Support,5,A. Carter,4.2,,
508887,Tyler,Granterward,Male,702403,2024-09-19,Referral,Fil Interview,14,4,Systems Administrator,2,J. Watson,4.4,,
508888,Finley,Valeothorne,Male,700353,2024-02-05,LinkedIn,Fil Interview,11,3,Senior Product Mager,4,A. Carter,3.4,,
508889,Caroline,Oakmond,Female,701403,2025-02-05,Career Site,Interview,30,8,Sales Mager,4,R. Thomas,4.3,,
508890,Harley,Lakeunwall,Male,702509,2024-12-26,Referral,Offer Extended,32,9,Operations Alyst,2,J. Watson,4.7,No,44
508891,Zoe,Westustead,Female,702672,2024-09-26,Career Site,Interview,18,5,Fince Mager,4,A. Carter,4.8,,
508892,Jack,Brookarwin,Male,702711,2025-12-09,Campus,Rejected,27,7,Marketing Director,5,M. Davis,2.3,,
508893,Mateo,Bennlinstrom,Male,701687,2025-08-21,Agency,Hired,25,7,Marketing Specialist,1,R. Thomas,4.3,Yes,60
508894,Elijah,Barcroft,Male,702747,2025-10-25,Campus,Rejected,16,5,Fincial Alyst,2,T. Nguyen,2.7,,
508895,Emma,Rockanshire,Female,700096,2025-08-15,LinkedIn,Phone Screen,11,3,Senior Product Mager,4,T. Nguyen,,,
508896,Patrick,Chandeman,Male,700922,2024-03-22,Career Site,Hired,10,3,Product Mager,3,J. Watson,4.4,Yes,43
508897,Taylor,Beckonstead,Female,701214,2025-03-04,Referral,Rejected,39,11,Corporate Counsel,4,M. Davis,3,,
508898,Reese,Brookarwell,Male,700096,2025-11-20,LinkedIn,Fil Interview,11,3,Senior Product Mager,4,T. Nguyen,4.6,,
508899,Emerson,Brookwellham,Male,701980,2024-04-05,Networking Event,Offer Extended,20,6,HR Coorditor,1,M. Davis,3.3,No,58
508900,A,Emtonbry,Female,702389,2024-07-27,Interl,Fil Interview,13,4,IT Support Specialist,1,M. Davis,2.6,,
508901,Jason,Wrenellquist,Male,701841,2025-05-23,LinkedIn,Interview,19,5,Director of Fince,6,M. Davis,3.7,,
508902,Mia,Kingeshire,Female,701713,2025-01-01,LinkedIn,Applied,24,6,Director of HR,6,A. Carter,,,
508903,Parker,Granterwin,Female,701564,2024-03-26,Agency,Applied,37,10,Director of Customer Support,5,J. Watson,,,
508904,Addison,Quilluman,Female,702392,2026-02-19,Referral,Rejected,18,5,Fince Mager,4,A. Carter,4.4,,
508905,A,Summeramore,Female,700219,2025-04-05,Indeed,Applied,25,7,Marketing Specialist,1,T. Nguyen,,,
508906,Alex,Yorkellwall,Male,701072,2025-10-26,Career Site,Fil Interview,13,4,IT Support Specialist,1,J. Watson,4.9,,
508907,River,Parkinman,Male,700227,2025-04-19,Networking Event,Applied,3,1,Vice President,8,T. Nguyen,,,
508908,Leah,Crosslinmere,Female,700190,2024-12-06,LinkedIn,Offer Extended,33,9,Operations Mager,4,K. Brown,4.9,Pending,35
508909,Sofia,Bramostrom,Female,701417,2025-06-06,Indeed,Phone Screen,7,2,Engineering Mager,4,D. Patel,,,
508910,Erica,Finellstead,Female,701791,2024-06-30,Referral,Fil Interview,20,6,HR Coorditor,1,D. Patel,2.8,,
508911,Sarah,Carucrest,Female,700905,2024-08-13,LinkedIn,Rejected,24,6,Director of HR,6,D. Patel,4.8,,
508912,Kevin,Lakeincott,Male,700258,2026-02-19,Referral,Rejected,15,4,IT Mager,4,A. Carter,4.2,,
508913,Eden,Stoneunby,Male,702483,2025-05-24,Interl,Phone Screen,16,5,Fincial Alyst,2,A. Carter,,,
508914,Ruby,Valeerstone,Female,702422,2026-02-08,Interl,Applied,32,9,Operations Alyst,2,S. Lee,,,
508915,talie,Sandham,Female,702449,2026-01-26,Networking Event,Hired,15,4,IT Mager,4,S. Lee,3.2,Yes,18
508916,Theodore,Belltonbry,Male,700376,2024-03-10,Campus,Interview,37,10,Director of Customer Support,5,T. Nguyen,2.1,,
508917,Jordan,Thornlinwin,Male,701547,2025-05-27,Indeed,Phone Screen,32,9,Operations Alyst,2,D. Patel,,,
508918,Alex,Monistead,Male,700607,2024-12-21,Networking Event,Interview,22,6,HR Business Partner,3,A. Carter,3.6,,
508919,Bailey,Wreningmont,Female,700851,2024-07-06,Referral,Phone Screen,36,10,Customer Support Mager,3,J. Watson,,,
508920,Peyton,Perrycrest,Female,700890,2024-04-23,Referral,Interview,26,7,Digital Marketing Mager,3,D. Patel,2.8,,
508921,Blair,Adlerland,Female,701608,2024-05-21,Career Site,Interview,26,7,Digital Marketing Mager,3,A. Carter,4.2,,
508922,Destiny,Eastlinmere,Female,700027,2025-09-22,Campus,Applied,25,7,Marketing Specialist,1,D. Patel,,,
508923,Brian,Northley,Female,702645,2025-10-27,Networking Event,Phone Screen,14,4,Systems Administrator,2,J. Watson,,,
508924,Lucas,Ellelridge,Male,701968,2024-09-20,Networking Event,Fil Interview,7,2,Engineering Mager,4,D. Patel,4.1,,
508925,Benjamin,Crowecott,Male,702064,2025-06-11,LinkedIn,Interview,26,7,Digital Marketing Mager,3,D. Patel,3.9,,
508926,Sebastian,Perryleyman,Male,702601,2025-02-22,Indeed,Offer Extended,12,3,Director of Product,6,R. Thomas,3.8,Pending,59
508927,Luis,Hawkarfield,Male,702407,2025-02-13,Career Site,Applied,4,2,Software Engineer I,1,M. Davis,,,
508928,Sarah,Crowinstone,Female,702691,2025-05-21,Career Site,Applied,33,9,Operations Mager,4,T. Nguyen,,,
508929,Skyler,Grayorland,Female,701733,2025-05-13,Indeed,Hired,8,2,Director of Engineering,6,T. Nguyen,3.2,Yes,39
508930,Clara,Brookinton,Female,702700,2024-02-25,Referral,Applied,15,4,IT Mager,4,R. Thomas,,,
508931,Olivia,Blakeerfield,Female,702545,2025-05-31,Agency,Offer Extended,6,2,Senior Software Engineer,3,A. Carter,3.8,Pending,16
508932,Harley,Rockleyman,Male,701961,2024-02-26,Interl,Withdrawn,31,8,Director of Sales,6,J. Watson,,,
508933,Emily,Haysen,Female,702631,2024-05-28,Indeed,Phone Screen,13,4,IT Support Specialist,1,M. Davis,,,
508934,Cole,Thornistone,Male,702604,2024-01-22,LinkedIn,Applied,33,9,Operations Mager,4,T. Nguyen,,,
508935,Mateo,Presstone,Male,701061,2025-10-15,Indeed,Applied,40,11,General Counsel,8,S. Lee,,,
508936,Michael,Valeothorne,Male,701948,2024-08-11,Networking Event,Fil Interview,25,7,Marketing Specialist,1,D. Patel,2.2,,
508937,Ella,Fordcrest,Female,701209,2026-02-14,Indeed,Phone Screen,26,7,Digital Marketing Mager,3,K. Brown,,,
508938,Jamie,Torrerby,Female,700132,2024-06-02,Interl,Applied,18,5,Fince Mager,4,A. Carter,,,
508939,Camila,Deloton,Female,700415,2025-02-21,Indeed,Phone Screen,8,2,Director of Engineering,6,S. Lee,,,
508940,Ethan,Marwood,Male,700436,2025-02-04,LinkedIn,Phone Screen,29,8,Account Executive,2,K. Brown,,,
508941,Lane,Blacklinmont,Male,701241,2025-10-19,Campus,Applied,15,4,IT Mager,4,J. Watson,,,
508942,Adrian,Hartemore,Male,702191,2025-06-25,LinkedIn,Rejected,13,4,IT Support Specialist,1,M. Davis,4.1,,
508943,Amy,Eastorward,Female,701278,2025-11-12,LinkedIn,Hired,5,2,Software Engineer II,2,S. Lee,5,Yes,78
508944,Angela,Kingbrook,Female,700785,2025-05-15,Indeed,Rejected,37,10,Director of Customer Support,5,R. Thomas,2.3,,
508945,Reese,Bellsonbrook,Female,702347,2024-03-20,Career Site,Fil Interview,26,7,Digital Marketing Mager,3,M. Davis,2.9,,
508946,Isaac,Blandordale,Male,701369,2024-07-03,Networking Event,Fil Interview,2,1,Chief Operating Officer,9,M. Davis,3.3,,
508947,Joel,Foxanbry,Male,700754,2025-09-05,Indeed,Hired,24,6,Director of HR,6,J. Watson,5,Yes,92
508948,Emily,Crossellham,Female,700428,2025-07-24,LinkedIn,Applied,30,8,Sales Mager,4,T. Nguyen,,,
508949,Nicholas,Hayerman,Male,700762,2024-10-14,Agency,Offer Extended,12,3,Director of Product,6,T. Nguyen,3.2,Pending,29
508950,Casey,Monudale,Male,701900,2024-03-21,LinkedIn,Fil Interview,7,2,Engineering Mager,4,M. Davis,3.4,,
508951,than,Kendashire,Male,702727,2024-03-05,Career Site,Rejected,17,5,Senior Fincial Alyst,3,M. Davis,2,,
508952,Ruby,Rockettfield,Female,700407,2024-07-24,Career Site,Rejected,2,1,Chief Operating Officer,9,R. Thomas,2.3,,
